x,y
-8.8786,-31.654
-9.0516,-31.451
-9.2964,-31.22
-9.3988,-31.198
-11.891,-34.05
-13.046,-34.339
-13.156,-34.338
-13.349,-34.32
-12.574,-33.348
-7.765,-22.616
-7.3293,-23.007
-7.3264,-23.152
-7.8553,-22.947
-15.613,-31.786
-15.835,-30.092
-16.26,-29.768
-16.148,-29.694
-16.867,-29.673
-15.632,-18.959
-7.9677,-18.443
-6.4576,-17.611
-0.056853,-4.6802
16.926,22.224
13.993,16.964
11.325,23.051
13.807,26.042
13.724,26.064
13.55,25.929
13.304,25.697
13.216,25.116
12.175,23.513
-6.5455,7.9892
-7.8661,1.9659
-14.435,1.6158
-14.585,1.454
-19.086,-4.5281
-28.733,-11.96
-23.882,4.7286
-18.858,-4.4593
-13.732,0.73069
2.9608,12.339
8.5913,18.761
8.9327,19.006
10.633,20.595
13.959,23.091
13.685,22.895
10.685,20.696
11.104,20.77
13.891,14.684
-10.453,-5.1254
-26.767,-14.345
-27.745,-14.628
-29.458,-15.022
-38.049,-21.237
-37.789,-21.696
-33.03,-20.658
-32.972,-20.491
-33.085,-20.452
-33.376,-20.501
-36.452,-19.587
-36.955,-18.584
-37.32,-18.25
-36.889,-18.481
-36.408,-19.027
-36.412,-19.693
-36.684,-20.063
-36.7,-20.139
-36.649,-20.102
-36.608,-20.002
-36.633,-19.871
-36.814,-20.152
-36.983,-20.387
-37.163,-20.443
-38.563,-20.387
-38.626,-20.191
-38.585,-20.059
-38.532,-20.022
-38.479,-19.783
-38.536,-19.147
-38.549,-18.568
-38.593,-18.3
-38.637,-18.207
-38.615,-18.242
-38.603,-18.322
-38.617,-18.382
-38.665,-18.401
-38.711,-18.389
-38.703,-18.409
-38.753,-18.52
-38.905,-18.767
-39.471,-18.668
-38.771,-19.647
-37.452,-18.669
-40.666,-18.013
-37.088,-19.022
-38.796,-19.191
-38.561,-18.952
-38.266,-18.76
-38.012,-18.682
-37.854,-18.679
-37.681,-18.8
-37.534,-18.917
-37.525,-18.909
-37.577,-18.862
-37.603,-18.833
-37.539,-18.89
-37.332,-18.964
-36.662,-19.047
-36.378,-19.189
-36.254,-19.344
-36.09,-19.53
-35.432,-19.487
-35.113,-19.359
-34.976,-19.337
-34.869,-19.29
-31.481,-18.305
-31.042,-18.506
-30.986,-19.194
-31.263,-19.569
-31.592,-19.702
-32.835,-18.949
-31.737,-19.78
-31.781,-19.963
-31.737,-20.205
-27.517,-25.831
-27.44,-25.812
-23.145,-28.068
-22.535,-27.793
-22.386,-25.798
-22.315,-25.732
-22.245,-25.952
-22.198,-26.082
-22.668,-25.764
-23.776,-25.33
-23.057,-18.689
-23.903,-18.37
-24.533,-18.182
-24.656,-18.216
-24.881,-18.25
-25.397,-17.829
-33.797,-20.923
-32.958,-19.627
-33.197,-19.125
-31.81,-13.389
-32.505,-13.973
-38.42,-14.946
-38.373,-14.848
-36.99,-10.597
-37.083,-9.7628
-37.36,-9.2841
-37.943,-8.5342
-39.294,-6.2416
-39.491,-5.9953
-39.96,-5.8027
-40.746,-5.2195
-42.568,-3.6341
-42.776,-3.588
-42.86,-3.4255
-42.974,-3.1907
-43.008,-3.0891
-43.011,-3.0003
-43.029,-2.7323
-42.944,-2.1507
-42.962,-1.9407
-42.982,-1.938
-43.053,-2.0596
-43.238,-2.3631
-43.39,-2.4489
-43.462,-2.2108
-44.398,0.0095036
-44.61,0.24154
-44.735,0.32715
-44.834,0.3683
-44.912,0.34954
-44.984,0.21386
-44.783,-0.026717
-44.386,-0.44896
-43.581,-1.8107
-43.524,-2.1842
-43.504,-2.5343
-43.431,-2.858
-43.316,-3.1156
-43.202,-3.2823
-43.106,-3.3766
-43.05,-3.4887
-43.032,-3.5465
-42.996,-3.5983
-42.959,-3.6176
-42.933,-3.6246
-42.938,-3.6481
-42.951,-3.6795
-42.961,-3.7098
-42.965,-3.739
-42.933,-3.7433
-42.909,-3.7753
-42.902,-3.8115
-42.942,-3.8633
-42.977,-3.9289
-42.994,-3.9761
-42.955,-3.992
-42.888,-4.0043
-42.889,-4.0577
-42.849,-4.029
-42.825,-4.0419
-42.814,-4.0052
-42.808,-3.9093
-42.82,-3.7779
-42.796,-3.6915
-42.769,-3.6229
-42.753,-3.5627
-42.78,-3.5073
-42.856,-3.4352
-42.938,-3.3465
-43.145,-3.0992
-43.212,-1.8324
-43.996,-0.36333
-44.274,0.10714
-44.625,0.44276
-45.013,3.7621
-45.032,3.916
-45.114,4.1321
-45.212,4.3791
-45.537,4.6635
-45.741,4.9109
-45.807,4.9902
-45.707,5.0823
-45.615,5.1409
-45.653,5.2851
-45.804,5.5167
-45.941,5.7512
-46.002,5.9505
-45.968,6.0952
-45.839,6.3025
-45.752,6.3948
-45.73,6.443
-45.767,6.5004
-45.804,6.6475
-45.819,6.8147
-45.79,7.0789
-45.765,7.4133
-45.83,7.5597
-45.884,7.6575
-44.928,8.5316
-46.171,7.8946
-46.171,7.8946
-45.226,9.2271
-46.171,7.8946
-45.283,9.2445
-45.281,9.1124
-46.171,7.8946
-45.671,7.9852
-45.647,7.8805
-46.015,6.2133
-46.015,6.2133
-46.015,6.2133
-46.415,6.477
-46.249,6.4225
-46.168,6.3827
-46.038,6.3566
-45.694,6.4995
-42.669,5.8286
-45.841,7.1528
-45.841,7.1528
-41.893,4.5333
-42.558,4.0168
-42.914,3.564
-43.056,3.2559
-43.119,3.0649
-43.585,-0.68025
-45.841,7.1528
-43.378,0.99107
-43.225,0.66627
-37.596,-3.4842
-37.424,-3.2915
-37.223,-3.2087
-34.013,0.83583
-24.494,2.5289
-15.533,1.8357
-13.659,-1.216
24.945,-1.1831
-0.8356,16.964
-2.0969,23.177
-2.2614,22.999
-1.3857,17.404
4.1592,7.5485
3.2253,7.8749
-16.68,0.36505
-17.026,0.18477
-18.221,0.1502
-25.765,5.9134
-21.905,10.325
-23.372,21.56
-18.677,22.63
-11.152,20.916
0.51867,25.181
4.9535,26.143
10.506,29.172
10.006,28.986
-15.354,21.207
-3.833,13.927
-19.681,11.995
-12.452,-7.5899
-11.962,-7.3686
-11.938,-7.5925
-6.171,-10.326
-12.203,-7.6434
-6.5519,-10.195
-5.2694,-12.104
-4.9815,-14.037
-4.9306,-20.987
-5.6365,-20.861
-6.386,-20.892
-5.526,-21.504
-9.9984,-22.41
-1.2375,-22.945
-0.94795,-22.534
-8.2919,-31.482
0.33038,-30.439
1.153,-35.029
2.8012,-37.209
3.0364,-37.351
3.0083,-37.453
-1.2922,-38.556
5.1465,-39.218
5.6908,-40.031
5.7766,-40.139
5.799,-40.164
5.8776,-40.059
5.9461,-39.925
6.2545,-39.78
8.625,-38.603
10.305,-37.872
8.9627,-36.824
6.8994,-37.976
5.7022,-37.044
4.1344,-41.146
4.3672,-42.108
4.8441,-42.53
7.9478,-39.841
10.967,-40.946
11.252,-41.045
19.207,-28.207
17.778,-23.974
17.648,-23.919
14.406,-16.716
31.26,-4.4557
28.248,2.0828
32.86,0.51198
32.53,0.71489
32.259,0.7643
28.809,0.96284
28.436,1.2195
28.481,1.3868
28.549,1.4445
28.647,1.5309
28.63,1.5909
31.648,4.176
35.531,4.2144
36.098,7.9023
36.762,8.0331
36.102,7.5852
36.067,5.3771
35.606,5.1718
21.59,-4.0923
2.9181,-4.4186
4.0837,-3.5054
3.6843,-3.6512
18.925,-4.9199
20.912,-3.0515
21.676,-2.0965
21.953,-1.5006
21.937,-1.4317
21.735,-1.8924
19.209,-6.5518
11.289,-16.512
10.232,-17.493
10.515,-21.002
4.7785,-19.694
5.5487,-23.75
5.9487,-24.477
11.029,-24.936
30.096,7.7833
31.624,8.1066
30.158,-2.4434
31.044,-2.5055
31.242,-2.329
31.339,-2.4999
31.53,-2.7893
32.351,-3.6538
16.634,-12.964
7.1523,-17.188
4.8894,-18.46
5.2201,-18.598
5.4137,-18.556
5.6077,-18.235
5.7916,-17.824
5.8281,-17.614
6.2204,-17.194
6.8031,-16.998
35.323,-1.2315
18.283,-9.3761
12.18,-10.514
39.445,9.7708
37.01,3.9472
37.989,3.7911
37.684,3.5786
36.669,3.4692
32.935,-1.989
28.545,-6.9391
28.163,-7.2621
27.886,-7.3286
27.412,-7.4547
26.564,-7.8049
5.1358,-18.41
5.2137,-18.578
5.3647,-18.536
5.4006,-18.642
5.3671,-18.616
4.8646,-19.35
2.7982,-20.996
2.3232,-20.932
2.9315,-20.135
0.024117,-17.776
5.6,-8.3021
5.4445,-16.473
1.0878,-13.226
1.0598,-13.023
9.5618,-18.041
14.896,3.9021
13.932,5.7803
11.579,10.894
11.955,10.993
10.546,11.885
10.327,12.611
10.351,12.418
10.567,11.912
7.6361,9.8254
2.1501,2.2806
1.6798,-0.077439
-5.6977,-4.1296
-11.252,-10.502
-11.27,-10.582
-11.45,-10.681
-6.6776,-3.2643
-6.0768,7.1413
1.962,9.619
5.1683,12.928
5.1514,13.315
4.9137,13.431
1.834,9.8554
-5.4663,6.1418
-5.6475,5.5933
-6.2159,5.8581
-16.954,-5.623
-18.603,-6.2559
-19.371,-6.3531
-19.726,-5.8411
-8.4308,-3.3049
-8.9722,-2.3936
-8.2631,-3.1881
-3.325,1.6586
-3.1258,1.6806
-7.3887,-4.8071
-7.6875,-4.827
2.821,-2.5056
-3.4227,1.2086
1.3718,3.1286
9.9307,7.3209
6.9123,11.291
6.9735,14.181
10.632,10.429
10.882,10.902
11.509,10.72
9.0022,0.22761
2.164,0.97475
1.7193,0.48717
11.745,1.4068
15.712,11.686
16.027,12.591
19.843,14.138
19.811,14.357
15.344,12.017
18.493,15.005
18.657,15.474
24.49,6.7696
21.047,6.2287
17.009,5.875
19.487,5.8207
25.827,1.948
25.964,2.1434
24.532,7.5091
24,7.5961
18.928,6.987
18.73,7.188
18.535,7.581
18.596,7.2556
13.961,1.4978
5.476,0.32482
-0.053256,3.2395
-18.057,-2.2884
-18.633,-1.0157
-19.975,1.3811
-11.92,-3.6023
-12.019,-3.3836
-11.288,-3.4378
-11.336,-3.3348
-11.118,-2.7664
-14.985,2.227
-16.496,2.2638
-23.691,3.3723
-34.499,2.1083
-34.176,1.3782
-34.625,1.1456
-34.98,1.1914
-34.628,0.98404
-34.102,0.99318
-34.109,1.1482
-34.653,1.3677
-34.83,1.5706
-34.259,1.5304
-29.525,-1.159
-27.248,-4.1111
-25.764,-4.0349
-18.818,-5.0525
-17.925,0.3199
-9.929,6.0485
-4.0183,11.226
2.5272,14.145
2.2523,14.593
4.0603,17.618
4.1043,17.69
3.9408,18.237
0.42595,27.602
8.1741,23.367
7.9622,22.969
3.9109,17.941
2.4333,14.129
1.2812,12.764
-6.299,6.2191
-2.1763,2.1862
-0.79625,12.442
2.0788,12.667
12.978,15.736
12.972,15.727
12.671,15.451
12.129,15.631
3.9974,3.4527
4.1412,3.5161
6.4064,14.401
7.9052,15.02
8.169,15.047
8.2239,14.926
8.0036,14.812
7.5088,14.55
4.2022,4.7917
2.4239,-0.2594
-5.2081,-5.5202
2.1868,12.876
7.5685,14.412
11.218,11.478
12.111,10.153
12.308,9.929
9.0543,8.0997
-3.7511,-6.4883
-3.066,-7.1194
-2.9425,-6.9441
-2.8418,-6.8877
-2.8141,-6.8565
-2.9057,-6.9321
-2.898,-6.8522
4.5897,0.6726
6.491,0.80883
26.016,-5.83
28.032,-1.03
27.737,-0.73195
27.824,-1.2636
27.979,-2.7149
27.855,-2.9171
23.254,-3.7966
17.919,-6.5454
17.694,-6.53
17.66,-6.7817
17.767,-7.1834
23.849,-8.2441
23.956,-9.0674
21.342,-10.521
34.72,-10.695
30.954,-10.338
28.997,-4.2063
28.853,-4.2532
21.699,-9.4884
19.778,-11.718
18.961,-11.775
18.939,-11.751
19.323,-11.549
21.028,-8.5321
22.857,-8.3274
23.113,-5.1151
26.787,-5.0551
26.572,-4.9883
26.277,-4.9316
25.971,-5.2495
23.958,-8.841
19.783,-12.807
19.749,-13.046
19.619,-12.919
19.415,-13.186
18.862,-13.749
18.457,-13.822
20.758,-19.996
16.483,-21.774
16.652,-28.941
15.788,-30.768
15.656,-31.414
15.874,-33.972
6.0595,-36.15
4.8223,-36.875
3.8843,-38.094
4.3755,-37.457
9.0814,-40.885
9.3872,-41.201
8.6601,-41.929
9.8447,-41.658
9.9287,-41.615
7.6327,-42.206
7.1409,-42.32
6.0136,-42.39
5.1852,-42.516
4.9983,-42.583
4.9581,-42.549
4.8851,-42.322
3.079,-41.479
2.6289,-41.244
2.484,-41.007
2.1797,-40.097
-9.6094,-41.928
-5.2743,-39.299
-8.202,-41.468
-8.0586,-40.34
-8.261,-39.842
-10.598,-36.945
-10.571,-37.062
-15.084,-37.732
-15.319,-38.016
-14.484,-38.832
-13.832,-39.29
-13.835,-39.249
-13.893,-39.142
-14.033,-38.98
-14.289,-38.631
-14.703,-37.876
-14.881,-37.835
-15.098,-38.071
-15.286,-38.111
-15.581,-38.059
-16.795,-38.68
-18.183,-36.187
-18.194,-36.05
-18.304,-36.007
-18.431,-35.954
-18.538,-35.854
-18.647,-35.758
-18.716,-35.561
-18.881,-35.406
-19.07,-35.316
-19.121,-35.258
-19.267,-35.252
-19.403,-35.147
-19.557,-35.023
-19.693,-34.945
-19.807,-34.845
-19.579,-35.057
-18.823,-34.891
-18.323,-34.87
-17.462,-35.773
-17.457,-35.96
-17.537,-36.059
-17.69,-36.132
-17.504,-38.655
-18.265,-36.161
-18.318,-36.136
-16.567,-37.733
-16.451,-37.889
-16.292,-37.971
-16.137,-38.036
-15.957,-38.119
-15.71,-38.239
-15.251,-38.391
-14.412,-38.572
-14.185,-38.668
-14.692,-38.537
-15.065,-38.418
-11.402,-39.772
-11.32,-39.822
-11.346,-39.869
-11.462,-39.862
-12.145,-39.642
-12.869,-39.25
-13.733,-39.135
-4.8373,-22.464
-5.951,0.021569
28.129,9.4684
29.026,6.9069
29.085,6.716
29.183,6.5611
29.185,6.346
28.919,6.316
24.247,9.3829
23.969,10.445
24.47,10.591
12.263,-34.419
-3.6099,-33.553
4.7992,-35.139
-8.648,-37.891
-5.4361,-35.68
-8.4017,-37.987
-7.9688,-37.801
-3.3705,-41.126
-3.005,-41.962
-8.3913,-38.069
-9.1903,-37.812
-10.92,-33.805
-10.488,-33.976
-10.699,-34.151
-14.909,-34.399
-16.93,-32.14
-17.085,-31.882
-16.888,-29.224
-17.011,-29.131
-20.021,-30.963
-20.216,-29.999
-20.105,-29.81
-21.009,-23.337
-26.849,-22.91
-27.027,-22.369
-27.069,-22.292
-27.36,-22.041
-27.863,-21.331
-30.052,-18.958
-32.578,-18.848
-32.788,-15.149
-35.79,-15.839
-33.375,-14.943
-31.612,-11.486
-31.363,-11.995
-31.37,-11.646
-31.274,-11.335
-37.197,-9.8907
-37.677,-9.6205
-37.712,-9.7205
-37.871,-9.6962
-41.453,-7.8457
-41.288,-7.8787
-41.104,-7.7254
-39.888,-6.3002
-39.616,-6.2277
-40.792,-8.1555
-30.14,-11.113
-30.124,-11.182
-37.878,-9.6811
-41.081,-8.7467
-41.111,-8.7619
-41.22,-12.519
-41.387,-11.773
-41.229,-8.4668
-40.812,-8.3842
-41.189,-8.4371
-41.605,-8.5476
-41.916,-8.6458
-41.964,-8.6568
-41.945,-8.284
-42.119,-8.2262
-42.245,-8.2583
-42.298,-8.1164
-42.247,-7.9354
-42.056,-7.6441
-41.758,-7.122
-41.519,-6.6284
-41.418,-6.3925
-41.356,-6.3013
-41.296,-6.2314
-41.233,-6.215
-41.203,-6.3597
-41.485,-7.123
-41.579,-8.2781
-41.046,-10.126
-40.977,-10.267
-40.895,-10.293
-40.796,-10.325
-40.795,-10.394
-40.794,-10.45
-36.19,-14.521
-35.745,-14.751
-35.574,-14.837
-35.652,-14.818
-35.88,-14.764
-36.049,-14.733
-36.16,-14.745
-36.462,-14.695
-37.159,-14.783
-37.611,-14.871
-37.75,-14.906
-38.115,-14.834
-37.902,-11.582
-37.237,-12.563
-37.888,-11.761
-38.244,-11.369
-37.663,-9.5354
-37.193,-9.0254
-37.499,-9.2016
-36.155,-7.8589
-35.89,-7.7801
-35.703,-7.6906
-35.659,-7.5626
-35.497,-7.3446
-34.81,-6.6242
-33.003,-7.3219
-30.356,-4.7501
-30.239,-4.8926
-30.248,-4.9389
-26.269,-12.672
-16.349,-14.057
-10.527,-3.5918
-3.1515,-14.826
-5.274,-8.5276
-0.64133,0.97171
-0.8343,1.4024
-0.51819,1.5226
0.32041,0.95177
-17.364,-5.1976
6.066,5.9567
6.275,6.4127
6.5555,6.8316
6.5336,6.7939
6.1775,6.3951
0.85964,1.7381
-1.9587,-10.565
-4.1011,-16.12
-5.3573,-16.953
-6.4593,-17.359
-6.9942,-18.097
-7.3515,-18.134
-17.371,-18.742
-17.261,-18.853
-19.292,-21.286
-19.849,-21.428
-20.316,-21.36
-22.113,-19.226
-22.59,-18.853
-28.932,-20.621
-29.038,-20.356
-29.14,-20.298
-29.22,-20.288
-29.27,-20.297
-29.333,-20.261
-29.324,-20.311
-29.322,-20.313
-29.378,-20.377
-29.51,-20.553
-29.506,-20.795
-29.468,-21.061
-29.455,-21.268
-29.498,-21.442
-29.378,-21.553
-29.415,-21.606
-29.477,-21.617
-29.657,-21.643
-30.177,-21.746
-30.508,-21.781
-30.649,-21.797
-30.762,-21.844
-30.78,-21.923
-30.916,-21.965
-30.941,-21.952
-30.712,-21.873
-28.856,-21.18
-29.276,-20.965
-31.086,-20.686
-31.337,-20.732
-31.464,-20.95
-31.771,-21.403
-31.722,-20.807
-32.064,-20.577
-35.203,-19.178
-35.581,-14.452
-36.69,-13.038
-36.875,-13.053
-37.052,-13.088
-37.434,-13.116
-37.981,-12.923
-37.646,-10.306
-37.689,-9.4471
-41.234,-7.3586
-40.707,-6.0368
-40.715,-5.7681
-40.697,-5.762
-40.588,-5.6672
-40.471,-5.5763
-40.335,-5.5218
-40.195,-5.4398
-40.121,-5.3392
-41.077,-0.44745
-41.1,-0.15647
-41.129,-0.023654
-41.14,-0.052854
-41.114,-0.20261
-41.099,-0.47221
-41.154,-0.56458
-41.258,-0.3735
-41.353,-0.17591
-41.454,-0.033971
-41.57,0.028041
-41.691,0.07027
-41.863,0.15195
-42.164,0.37104
-42.444,0.59438
-42.676,0.79863
-42.89,0.98756
-42.949,1.0345
-42.861,0.94223
-42.671,0.81584
-42.526,0.73091
-42.432,0.56886
-42.203,-0.50626
-41.983,-0.98777
-40.238,-1.737
-40.066,-1.752
-39.908,-1.8284
-35.136,-3.5579
-32.668,-4.4107
-33.748,-5.244
-33.921,-5.9279
-33.929,-5.9198
-33.784,-5.022
-32.64,-4.1604
-32.494,-4.085
-32.32,-4.0827
-32.063,-4.1381
-32.561,-3.5642
-30.384,-1.9095
-30.43,-1.8171
-31.299,-1.517
-31.802,-1.726
-25.448,-12.655
-23.496,-13.801
-29.117,-11.894
-29.273,-11.944
-29.52,-12.304
-29.695,-12.518
-30.802,-13.81
-25.894,-17.778
-30.563,-14.105
-30.28,-13.631
-30.294,-13.363
-30.511,-13.044
-30.851,-12.635
-30.861,-11.89
-30.888,-11.888
-39.243,-9.3606
-38.52,-9.2747
-37.34,-9.152
-37.664,-9.1424
-30.52,-13.864
-28.443,-19.746
-28.373,-19.848
-28.36,-19.789
-28.406,-19.7
-28.489,-19.6
-28.362,-19.699
-23.025,-21.988
-24.276,-24.348
-24.155,-24.72
-21.36,-25.012
-18.499,-26.903
-18.544,-26.505
-20.174,-24.751
-20.312,-24.606
-20.425,-24.611
-19.523,-22.314
-13.545,-26.321
-21.634,-28.465
-21.668,-28.548
-21.775,-28.533
-18.698,-22.69
-12.095,-21.338
-12.082,-21.28
-17.363,-19.493
-24.369,-14.827
-24.659,-14.813
-28.555,-11.623
-29.514,-11.772
-29.675,-11.818
-29.745,-11.639
-34.57,-1.4586
-35.899,2.8248
-38.266,-4.6517
-39.003,-3.461
-39.863,-3.5035
-40.245,-3.5
-40.243,-3.5368
-40.276,-3.6614
-40.113,-3.6482
-40.058,-3.7047
-39.936,-3.6953
-39.745,-3.7036
-39.562,-3.6569
-39.495,-3.542
-39.407,-3.5096
-39.327,-3.4619
-39.231,-3.4217
-39.041,-3.1237
-34.567,-0.17522
-22.544,13.496
-11.1,13.945
-10.501,15.781
1.3771,11.726
5.991,23.505
6.0827,23.513
0.58257,13.366
-10.582,16.048
-10.97,15.545
-13.682,13.614
-33.446,1.2929
-32.945,1.15
-12.095,9.8329
-16.289,12.325
-5.3104,18.054
4.4773,22.196
4.8035,20.345
7.0014,24.245
7.0679,23.718
-0.21348,21.943
-0.43856,21.21
-0.58511,21.162
-1.004,21.742
-1.8679,21.973
-1.861,21.898
-1.9058,21.86
-2.0606,21.837
-2.4348,21.944
-11.2,15.423
-12.257,13.257
-18.366,3.3145
-18.806,3.3398
-18.974,3.2122
-19.046,3.269
-19.217,3.2262
-19.339,2.9411
-19.431,2.9823
-19.271,3.2046
-19.237,3.5614
-19.271,3.5759
-19.181,3.668
-19.138,3.7847
-18.873,3.1748
-12.342,16.984
-0.98701,21.103
-0.13606,21.562
0.1586,21.257
0.31228,21.16
2.6479,21.615
6.5764,24.871
6.9315,25.029
6.7174,22.624
5.1104,19.278
4.5093,17.123
-6.7783,13.229
-18.765,2.635
-18.415,3.2115
-19.1,2.6503
-19.003,1.7728
-16.612,-1.2668
-14.442,-0.87996
-14.03,-0.65069
-13.765,-0.49203
-13.867,0.22372
-12.05,1.1307
2.5372,15.232
3.5325,17.263
10.997,22.961
9.6427,26.583
9.5742,26.641
9.8647,23.554
10.316,15.548
2.6173,15.007
-2.0422,5.9795
-9.0699,-2.1075
-13.614,-4.248
-13.471,-4.8333
-13.528,-5.1518
-13.433,-5.2632
-14.186,-5.0009
-17.965,-3.6508
0.4955,-0.98441
15.967,12.399
19.29,13.647
13.859,23.013
13.721,26.301
13.543,26.394
13.532,26.413
10.217,21.783
0.98604,12.872
0.92986,12.6
-9.2891,-2.5686
-10.354,-2.4868
-10.028,-2.0693
-4.7527,12.845
3.2843,13.843
6.197,14.15
6.6879,14.278
6.9416,14.665
6.8015,15.011
4.7282,20.205
9.0614,12.543
9.2338,12.332
9.5093,11.822
5.6751,14.283
5.1993,14.523
-15.232,-4.2809
-13.826,-4.3003
-14.084,-4.3526
-14.271,-4.6502
-17.678,-5.0992
-18.624,-5.6182
-18.337,-6.2531
-19.65,-4.1497
-19.403,-3.8929
-19.494,-3.5961
-19.464,-4.1662
-19.949,-3.7212
-20.582,-3.7093
-27.101,-3.9468
-31.469,-1.1645
-20.657,-4.3129
-29.588,-9.6955
-26.396,-3.863
-26.593,-3.8612
-26.447,-3.8448
-26.341,-3.7492
-26.329,-3.7135
-26.244,-3.5415
-25.052,-3.4661
-24.206,-3.4393
-18.832,-6.1331
-16.655,3.7069
-2.7783,10.782
0.41186,12.416
5.562,14.596
10.933,23.253
10.625,24.781
11,24.98
11.215,25.063
12.532,23.205
19.024,23.374
11.264,17.647
-2.3491,11.102
-4.488,9.2998
-4.4034,6.3273
0.4641,7.0139
2.5594,6.5199
3.3645,2.1447
15.36,3.3696
13.537,10.821
-0.19118,12.515
0.00012944,12.686
-13.614,9.0475
-24.035,3.1436
-24.653,2.901
-24.544,2.5258
-17.185,4.4482
-16.435,8.8005
-16.28,8.9961
-15.989,9.2895
-4.9028,21.249
-1.9101,22.623
-1.5818,22.166
-1.5697,22.018
-1.545,21.978
-1.3123,21.703
-0.59042,20.906
0.053557,20.615
0.15279,20.485
0.42149,20.339
0.78149,20.211
0.96203,20.156
1.0298,20.082
-0.17128,16.264
-15.783,8.0646
-16.299,3.1643
-20.014,2.5976
-11.061,15.54
-35.817,7.5551
-35.526,6.832
-35.347,6.1659
-35.278,6.0286
-29.732,3.1728
-17.381,-3.8032
-15.256,1.3456
-15.348,1.2058
-15.224,1.0676
0.24873,15.502
4.0186,16.514
3.9936,16.42
3.956,16.443
3.931,16.153
3.9293,15.988
3.9418,15.811
3.6405,15.437
-7.6428,-2.6945
-13.7,-4.0055
1.0332,9.958
4.113,10.661
4.7654,13.884
4.8294,13.978
4.7379,14.135
4.7975,14.143
4.6789,13.358
-6.6025,5.468
-9.727,-3.3235
-23.492,-3.6629
-24.125,-6.5615
-25.995,-4.9989
-27.04,-5.1769
-27.496,-5.0313
-30.016,-6.1005
-32.686,-4.1726
-33.627,-3.3086
-38.796,-5.3624
-35.587,-6.2139
-34.752,-7.4882
-34.19,-7.4088
-31.246,-10.001
-29.971,-11.909
-29.784,-12.124
-29.748,-12.325
-28.745,-18.628
-28.742,-18.674
-28.69,-18.76
-28.706,-18.742
-28.54,-11.639
-28.539,-11.239
-28.595,-11.055
-28.793,-10.517
-19.498,-5.1493
-20.158,-5.2046
-20.346,-4.7601
-20.912,-4.8314
-21.095,-5.5115
-21.131,-5.8868
-21.605,-6.9067
-22.154,-7.9372
-21.909,-8.3067
-21.387,-9.1999
-21.288,-10.083
-21.148,-10.6
-20.876,-10.767
-20.424,-10.265
-21.258,-9.5078
-21.351,-8.3624
-20.603,-8.5186
-21.039,-8.8859
-19.661,-7.9388
-19.286,-12.91
-19.386,-12.747
-15.434,5.9463
-15.152,6.6293
-10.172,14.044
-9.7865,14.806
-9.8454,13.949
-16.069,9.1728
-16.228,9.0615
-15.929,9.6326
-8.3853,19.905
-7.9818,20.928
-8.0163,22.162
-8.6383,23.526
-0.65943,22.585
1.9639,21.897
6.8708,23.916
6.9889,23.639
-4.787,20.23
-7.812,18.782
-8.311,18.064
-11.996,14.253
-13.017,13.901
-12.147,14.391
-38.443,3.7912
-40.299,1.756
-40.423,1.6227
-40.486,1.4082
-40.506,1.0855
-40.558,0.90128
-40.013,1.2884
-37.384,3.6692
-37.043,3.7631
-36.933,3.7786
-36.748,3.8505
-36.074,4.1341
-36.037,4.1474
-35.717,4.3438
-35.566,4.4895
-33.34,-4.2707
-33.185,-3.6813
-33.266,-8.2261
-32.634,-8.5806
-32.131,-8.9205
-30.047,-10.6
-22.042,-14.14
-25.129,-16.92
-21.744,-13.321
-22.185,-13.423
-21.086,-13.051
-21.137,-12.927
-22.057,-21.508
-16.03,-22.821
-17.02,-19.382
-16.99,-19.532
-15.723,-23.001
-15.741,-23.379
-15.211,-25.524
-15.179,-25.607
-15.747,-23.296
-15.698,-23.061
-15.735,-22.693
-15.822,-22.438
-15.905,-22.178
-16.815,-20.933
-17.568,-20.688
-26.487,-17.288
-26.716,-17.373
-26.502,-17.109
-19.534,-14.54
-19.248,-14.676
-19.145,-14.664
-19.131,-14.519
-19.212,-14.05
-29.948,-10.992
-34.919,-7.9375
-35.699,-8.4148
-35.7,-8.4339
-35.47,-7.9963
-35.623,-7.0258
-35.593,-6.6628
-35.556,-6.5821
-37.159,-7.0064
-20.503,-17.335
-20.085,-17.801
-1.4539,-14.655
-18.887,-8.1162
-10.911,-21.414
-10.977,-22.081
-11.18,-22.521
-11.261,-22.691
-11.368,-22.951
-11.451,-23.217
-11.533,-23.445
-11.6,-23.613
-11.63,-23.712
-11.609,-23.75
-11.533,-23.754
-11.408,-23.775
-11.265,-23.808
-11.267,-23.84
-11.297,-23.896
-11.326,-24.019
-9.4548,-25.994
-8.5691,-26.48
7.6872,-24.881
7.9277,-23.381
9.1506,-23.133
11.27,-16.979
16.844,-9.4118
17.284,-9.4971
25.181,-5.359
25.293,-5.4242
25.373,-5.4017
25.193,-5.5556
20.996,-7.5657
23.97,-9.253
24.772,-9.7454
25.059,-10.311
25.487,-10.806
26.312,-11.382
26.334,-11.326
26.388,-11.435
26.568,-11.578
26.789,-11.814
26.998,-11.954
27.093,-11.889
27.283,-11.621
27.329,-11.455
26.96,-11.472
26.592,-11.387
26.476,-11.287
26.386,-11.138
26.268,-11.089
26.193,-11.094
26.005,-10.977
25.915,-10.926
25.606,-10.858
23.759,-11.68
23.485,-15.305
23.906,-15.328
23.648,-15.674
